No,Time (min.),Disp (mm.),Load (N.),Stress (N./sq.mm.),Strain,Temp Top Control (°C),Temp Middle Control (°C),Temp Bottom Control (°C),Temp Top (°C),Temp Middle (°C),Temp Bottom (°C)
124,2.0525,3.0780,7658.6,43.34,0.1231200,32.3,32.1,32.7,31,32,31
125,2.0691,3.1030,7645.1,43.26,0.1241200,32.3,32.1,32.7,31,32,31
126,2.0858,3.1280,7624.8,43.15,0.1251200,32.3,32.1,32.7,31,32,31
127,2.1025,3.1530,7609.2,43.06,0.1261200,32.3,32.1,32.7,31,32,31
128,2.1191,3.1780,7590.5,42.95,0.1271200,32.3,32.1,32.7,31,32,31
129,2.1358,3.2030,7575.3,42.87,0.1281200,32.3,32.1,32.7,31,32,31
130,2.1525,3.2280,7559.6,42.78,0.1291200,32.3,32.1,32.7,31,32,31
131,2.1691,3.2530,7550.5,42.73,0.1301200,32.3,32.1,32.7,31,32,31
132,2.1858,3.2780,7532.0,42.62,0.1311200,32.3,32.1,32.7,31,32,31
133,2.2025,3.3030,7516.8,42.54,0.1321200,32.3,32.1,32.7,31,32,31
134,2.2191,3.3280,7502.6,42.46,0.1331200,32.3,32.1,32.7,31,32,31
135,2.2358,3.3530,7486.6,42.37,0.1341200,32.3,32.1,32.7,31,32,31
136,2.2525,3.3780,7469.4,42.27,0.1351200,32.3,32.1,32.7,31,32,31
137,2.2691,3.4030,7453.4,42.18,0.1361200,32.3,32.1,32.7,31,32,31
138,2.2858,3.4280,7438.3,42.09,0.1371200,32.3,32.1,32.7,31,32,31
139,2.3025,3.4530,7420.3,41.99,0.1381200,32.3,32.1,32.7,31,32,31
140,2.3191,3.4770,7403.7,41.90,0.1390800,32.3,32.1,32.7,31,32,31
141,2.3358,3.5030,7387.2,41.80,0.1401200,32.3,32.1,32.7,31,32,31
142,2.3525,3.5280,7373.2,41.72,0.1411200,32.3,32.1,32.7,31,32,31
143,2.3691,3.5530,7358.9,41.64,0.1421200,32.3,32.1,32.7,31,32,31
144,2.3858,3.5780,7341.1,41.54,0.1431200,32.3,32.1,32.7,31,32,31
145,2.4025,3.6030,7325.4,41.45,0.1441200,32.3,32.1,32.7,31,32,31
146,2.4191,3.6280,7311.3,41.37,0.1451200,32.3,32.1,32.7,31,32,31
147,2.4358,3.6530,7296.8,41.29,0.1461200,32.3,32.1,32.7,31,32,31
148,2.4525,3.6780,7281.9,41.21,0.1471200,32.3,32.1,32.7,31,32,31
149,2.4691,3.7030,7265.2,41.11,0.1481200,32.3,32.1,32.7,31,32,31
150,2.4858,3.7280,7250.7,41.03,0.1491200,32.4,32.1,32.7,31,32,31
151,2.5025,3.7530,7238.5,40.96,0.1501200,32.4,32.1,32.7,31,32,31
152,2.5191,3.7780,7224.3,40.88,0.1511200,32.4,32.1,32.7,31,32,31
153,2.5358,3.8030,7210.8,40.80,0.1521200,32.4,32.1,32.7,31,32,31
154,2.5525,3.8280,7198.4,40.73,0.1531200,32.4,32.1,32.7,31,32,31
155,2.5691,3.8530,7186.8,40.67,0.1541200,32.4,32.1,32.7,31,32,31
156,2.5858,3.8780,7174.4,40.60,0.1551200,32.4,32.1,32.7,31,32,31
157,2.6025,3.9030,7162.2,40.53,0.1561200,32.4,32.1,32.7,31,32,31
158,2.6191,3.9280,7148.8,40.45,0.1571200,32.4,32.1,32.7,31,32,31
159,2.6358,3.9530,7135.4,40.38,0.1581200,32.4,32.1,32.7,31,32,31
160,2.6525,3.9780,7125.0,40.32,0.1591200,32.4,32.1,32.7,31,32,31
161,2.6691,4.0030,7114.0,40.26,0.1601200,32.4,32.1,32.7,31,32,31
162,2.6858,4.0280,7100.8,40.18,0.1611200,32.4,32.1,32.8,31,32,31
163,2.7025,4.0530,7089.5,40.12,0.1621200,32.4,32.1,32.8,31,32,31
164,2.7191,4.0780,7077.5,40.05,0.1631200,32.4,32.1,32.8,31,32,31
165,2.7358,4.1030,7065.4,39.98,0.1641200,32.4,32.1,32.8,31,32,31
166,2.7525,4.1280,7052.7,39.91,0.1651200,32.4,32.1,32.8,31,32,31
167,2.7691,4.1520,7043.3,39.86,0.1660800,32.4,32.1,32.7,31,32,31
168,2.7858,4.1780,7033.3,39.80,0.1671200,32.4,32.1,32.8,31,32,31
169,2.8025,4.2030,7023.2,39.74,0.1681200,32.4,32.1,32.8,31,32,31
170,2.8191,4.2280,7013.0,39.69,0.1691200,32.4,32.2,32.8,31,32,31
171,2.8358,4.2530,7003.4,39.63,0.1701200,32.4,32.2,32.8,31,32,31
172,2.8525,4.2780,6993.1,39.57,0.1711200,32.4,32.2,32.8,31,32,31
173,2.8691,4.3030,6983.2,39.52,0.1721200,32.4,32.2,32.8,31,32,31
174,2.8858,4.3280,6972.9,39.46,0.1731200,32.4,32.2,32.8,31,32,31
175,2.9025,4.3530,6963.8,39.41,0.1741200,32.4,32.2,32.8,31,32,31
176,2.9191,4.3780,6953.9,39.35,0.1751200,32.4,32.2,32.8,31,32,31
177,2.9358,4.4030,6943.1,39.29,0.1761200,32.4,32.2,32.8,31,32,31
178,2.9525,4.4280,6934.1,39.24,0.1771200,32.4,32.2,32.8,31,32,31
179,2.9691,4.4530,6925.9,39.19,0.1781200,32.4,32.2,32.8,31,32,31
180,2.9858,4.4780,6916.8,39.14,0.1791200,32.4,32.2,32.8,31,32,31
181,3.0025,4.5030,6907.9,39.09,0.1801200,32.4,32.2,32.8,31,32,31
182,3.0191,4.5280,6902.4,39.06,0.1811200,32.4,32.2,32.8,31,32,31
183,3.0358,4.5530,6893.7,39.01,0.1821200,32.4,32.2,32.8,31,32,31
184,3.0525,4.5780,6886.6,38.97,0.1831200,32.4,32.2,32.8,31,32,31
185,3.0691,4.6030,6875.6,38.91,0.1841200,32.4,32.2,32.8,31,32,31
186,3.0858,4.6280,6867.9,38.86,0.1851200,32.4,32.2,32.8,31,32,31
187,3.1025,4.6530,6858.9,38.81,0.1861200,32.4,32.2,32.8,31,32,31
188,3.1191,4.6780,6852.1,38.77,0.1871200,32.4,32.2,32.8,31,32,31
189,3.1358,4.7030,6845.1,38.74,0.1881200,32.4,32.2,32.8,31,32,31
190,3.1525,4.7280,6837.0,38.69,0.1891200,32.5,32.2,32.8,31,32,31
191,3.1691,4.7530,6828.8,38.64,0.1901200,32.5,32.2,32.8,31,32,31
192,3.1858,4.7780,6820.8,38.60,0.1911200,32.5,32.2,32.8,31,32,31
193,3.2025,4.8020,6811.3,38.54,0.1920800,32.5,32.2,32.8,31,32,31
194,3.2191,4.8280,6805.2,38.51,0.1931200,32.5,32.2,32.8,31,32,31
195,3.2358,4.8530,6799.1,38.47,0.1941200,32.5,32.2,32.8,31,32,31
196,3.2525,4.8780,6792.4,38.44,0.1951200,32.5,32.2,32.8,31,32,31
197,3.2691,4.9030,6783.5,38.39,0.1961200,32.5,32.2,32.8,31,32,31
198,3.2858,4.9280,6777.7,38.35,0.1971200,32.5,32.2,32.8,31,32,31
199,3.3025,4.9520,6768.4,38.30,0.1980800,32.5,32.2,32.8,31,32,31
200,3.3191,4.9780,6764.9,38.28,0.1991200,32.5,32.2,32.8,31,32,31
201,3.3358,5.0030,6760.2,38.25,0.2001200,32.5,32.2,32.8,31,32,31
202,3.3525,5.0280,6753.7,38.22,0.2011200,32.5,32.2,32.8,31,32,31
203,3.3691,5.0530,6744.4,38.17,0.2021200,32.5,32.2,32.8,31,32,31
204,3.3858,5.0780,6739.4,38.14,0.2031200,32.5,32.2,32.8,31,32,31
205,3.4025,5.1030,6732.6,38.10,0.2041200,32.5,32.2,32.8,31,32,31
206,3.4191,5.1280,6726.6,38.06,0.2051200,32.5,32.2,32.8,31,32,31
207,3.4358,5.1520,6720.2,38.03,0.2060800,32.5,32.2,32.8,31,32,31
208,3.4525,5.1780,6716.0,38.00,0.2071200,32.5,32.2,32.8,31,32,31
209,3.4691,5.2030,6710.1,37.97,0.2081200,32.5,32.2,32.8,31,32,31
210,3.4858,5.2280,6702.4,37.93,0.2091200,32.5,32.2,32.8,31,32,31
211,3.5025,5.2530,6696.3,37.89,0.2101200,32.5,32.2,32.8,31,32,31
212,3.5191,5.2780,6690.6,37.86,0.2111200,32.5,32.2,32.8,31,32,31
213,3.5358,5.3030,6686.6,37.84,0.2121200,32.5,32.2,32.8,31,32,31
214,3.5525,5.3280,6681.6,37.81,0.2131200,32.5,32.2,32.8,31,32,31
215,3.5691,5.3530,6674.8,37.77,0.2141200,32.5,32.2,32.8,31,32,31
216,3.5858,5.3780,6669.2,37.74,0.2151200,32.5,32.2,32.8,31,32,31
217,3.6025,5.4030,6662.4,37.70,0.2161200,32.5,32.2,32.8,31,32,31
218,3.6191,5.4280,6657.9,37.68,0.2171200,32.5,32.2,32.8,31,32,31
219,3.6358,5.4520,6651.9,37.64,0.2180800,32.5,32.2,32.8,31,32,31
220,3.6525,5.4770,6647.0,37.61,0.2190800,32.5,32.2,32.9,31,32,31
221,3.6691,5.5020,6641.8,37.58,0.2200800,32.5,32.2,32.8,31,32,31
222,3.6858,5.5280,6639.4,37.57,0.2211200,32.5,32.2,32.9,31,32,31
223,3.7025,5.5530,6635.7,37.55,0.2221200,32.5,32.2,32.9,31,32,31
224,3.7191,5.5780,6630.5,37.52,0.2231200,32.5,32.2,32.9,31,32,31
225,3.7358,5.6030,6624.0,37.48,0.2241200,32.5,32.3,32.9,31,32,31
226,3.7525,5.6280,6617.9,37.45,0.2251200,32.5,32.3,32.9,31,32,31
227,3.7691,5.6530,6612.0,37.42,0.2261200,32.5,32.3,32.9,31,32,31
228,3.7858,5.6780,6607.6,37.39,0.2271200,32.5,32.3,32.9,31,32,31
229,3.8025,5.7030,6602.7,37.36,0.2281200,32.5,32.3,32.9,31,32,31
230,3.8191,5.7280,6596.6,37.33,0.2291200,32.5,32.3,32.9,31,32,31
231,3.8358,5.7530,6591.1,37.30,0.2301200,32.5,32.3,32.9,31,32,31
232,3.8525,5.7780,6585.1,37.26,0.2311200,32.5,32.3,32.9,31,32,31
233,3.8691,5.8030,6578.3,37.23,0.2321200,32.5,32.3,32.9,31,32,31
234,3.8858,5.8280,6572.8,37.19,0.2331200,32.5,32.3,32.9,31,32,31
235,3.9025,5.8530,6567.4,37.16,0.2341200,32.5,32.3,32.9,31,32,31
236,3.9191,5.8780,6563.9,37.14,0.2351200,32.5,32.3,32.9,31,32,31
237,3.9358,5.9030,6560.4,37.12,0.2361200,32.5,32.3,32.9,31,32,31
238,3.9525,5.9280,6555.0,37.09,0.2371200,32.6,32.3,32.9,31,32,31
239,3.9691,5.9530,6547.8,37.05,0.2381200,32.6,32.3,32.9,31,32,31
240,3.9858,5.9780,6542.3,37.02,0.2391200,32.6,32.3,32.9,31,32,31
241,4.0025,6.0030,6538.9,37.00,0.2401200,32.6,32.3,32.9,31,32,31
242,4.0191,6.0280,6534.8,36.98,0.2411200,32.6,32.3,32.9,31,32,31
243,4.0358,6.0530,6530.3,36.95,0.2421200,32.6,32.3,32.9,31,32,31
244,4.0525,6.0780,6527.7,36.94,0.2431200,32.6,32.3,32.9,31,32,31
245,4.0691,6.1030,6524.6,36.92,0.2441200,32.6,32.3,32.9,31,32,31
246,4.0858,6.1280,6522.0,36.91,0.2451200,32.6,32.3,32.9,31,32,31
247,4.1025,6.1520,6516.9,36.88,0.2460800,32.6,32.3,32.9,31,32,31
248,4.1191,6.1780,6516.4,36.87,0.2471200,32.6,32.3,32.9,31,32,31
249,4.1358,6.2030,6514.7,36.87,0.2481200,32.6,32.3,32.9,31,32,31
250,4.1525,6.2280,6513.8,36.86,0.2491200,32.6,32.3,32.9,31,32,31
251,4.1691,6.2530,6510.7,36.84,0.2501200,32.6,32.3,32.9,31,32,31
252,4.1858,6.2780,6509.0,36.83,0.2511200,32.6,32.3,32.9,31,32,31
253,4.2025,6.3030,6506.4,36.82,0.2521200,32.6,32.3,32.9,31,32,31
254,4.2191,6.3280,6505.0,36.81,0.2531200,32.6,32.3,32.9,31,32,31
255,4.2358,6.3300,6247.8,35.36,0.2532000,32.6,32.3,32.9,31,32,31
