No,Time (min.),Disp (mm.),Load (N.),Stress (N./sq.mm.),Strain,Temp Top Control (°C),Temp Middle Control (°C),Temp Bottom Control (°C),Temp Top (°C),Temp Middle (°C),Temp Bottom (°C)
46,0.7500,1.1240,9498.3,53.75,0.0449600,32.9,32.5,33.1,31,32,32
47,0.7667,1.1490,9675.2,54.75,0.0459600,32.9,32.5,33.1,31,32,32
48,0.7833,1.1740,9841.4,55.69,0.0469600,32.9,32.5,33.1,31,32,32
49,0.8000,1.1990,9992.0,56.54,0.0479600,32.9,32.5,33.1,31,32,32
50,0.8167,1.2240,10131.1,57.33,0.0489600,32.9,32.5,33.1,31,32,32
51,0.8333,1.2490,10260.1,58.06,0.0499600,32.9,32.5,33.1,31,32,32
52,0.8500,1.2740,10371.2,58.69,0.0509600,32.9,32.5,33.1,31,32,32
53,0.8667,1.2990,10464.8,59.22,0.0519600,32.9,32.5,33.1,31,32,32
54,0.8833,1.3240,10541.9,59.65,0.0529600,32.9,32.5,33.1,31,32,32
55,0.9000,1.3490,10600.8,59.99,0.0539600,32.9,32.5,33.1,31,32,32
56,0.9167,1.3740,10644.2,60.23,0.0549600,32.9,32.5,33.1,31,32,32
57,0.9333,1.3990,10665.8,60.36,0.0559600,32.9,32.5,33.1,31,32,32
58,0.9500,1.4240,10665.2,60.35,0.0569600,32.9,32.5,33.1,31,32,32
59,0.9667,1.4490,10643.4,60.23,0.0579600,32.9,32.5,33.1,31,32,32
60,0.9833,1.4740,10611.1,60.05,0.0589600,32.9,32.5,33.1,31,32,32
61,1.0000,1.4990,10564.3,59.78,0.0599600,32.9,32.5,33.1,31,32,32
62,1.0167,1.5240,10509.2,59.47,0.0609600,32.9,32.5,33.1,31,32,32
63,1.0333,1.5490,10446.9,59.12,0.0619600,33,32.5,33.1,31,32,32
64,1.0500,1.5740,10388.2,58.78,0.0629600,33,32.5,33.1,31,32,32
65,1.0667,1.5990,10326.4,58.43,0.0639600,33,32.5,33.1,31,32,32
66,1.0833,1.6240,10270.0,58.12,0.0649600,33,32.5,33.1,31,32,32
67,1.1000,1.6490,10215.2,57.81,0.0659600,33,32.5,33.1,31,32,32
68,1.1167,1.6740,10163.6,57.51,0.0669600,33,32.5,33.1,31,32,32
69,1.1333,1.6990,10118.2,57.26,0.0679600,33,32.5,33.1,31,32,32
70,1.1500,1.7240,10083.4,57.06,0.0689600,33,32.5,33.1,31,32,32
71,1.1667,1.7490,10044.1,56.84,0.0699600,33,32.5,33.1,31,32,32
72,1.1833,1.7740,10010.6,56.65,0.0709600,33,32.5,33.1,31,32,32
73,1.2000,1.7990,9981.0,56.48,0.0719600,33,32.5,33.1,31,32,32
74,1.2167,1.8240,9956.4,56.34,0.0729600,33,32.5,33,31,32,32
75,1.2333,1.8490,9932.4,56.21,0.0739600,33,32.5,33.1,31,32,32
76,1.2500,1.8740,9913.1,56.10,0.0749600,33,32.5,33.1,31,32,32
77,1.2667,1.8990,9894.2,55.99,0.0759600,33,32.5,33.1,31,32,32
78,1.2833,1.9240,9878.3,55.90,0.0769600,33,32.6,33.1,31,32,32
79,1.3000,1.9490,9860.5,55.80,0.0779600,33,32.5,33.1,31,32,32
80,1.3167,1.9740,9844.5,55.71,0.0789600,33,32.5,33.1,31,32,32
81,1.3333,1.9990,9828.2,55.62,0.0799600,33,32.5,33.1,31,32,32
82,1.3500,2.0240,9816.1,55.55,0.0809600,33,32.5,33.1,31,32,32
83,1.3667,2.0490,9802.2,55.47,0.0819600,33,32.6,33.1,31,32,32
84,1.3833,2.0740,9790.1,55.40,0.0829600,33,32.6,33.1,31,32,32
85,1.4000,2.0990,9775.2,55.32,0.0839600,33,32.6,33.1,31,32,32
86,1.4167,2.1240,9766.8,55.27,0.0849600,33,32.6,33.1,32,32,32
87,1.4333,2.1490,9757.7,55.22,0.0859600,33,32.6,33.1,32,32,32
88,1.4500,2.1740,9749.9,55.17,0.0869600,33,32.6,33.1,32,32,32
89,1.4667,2.1990,9738.1,55.11,0.0879600,33,32.6,33.1,32,32,32
90,1.4833,2.2240,9728.6,55.05,0.0889600,33,32.6,33.1,32,32,32
91,1.5000,2.2490,9718.7,55.00,0.0899600,33,32.6,33.1,32,32,32
92,1.5167,2.2740,9709.2,54.94,0.0909600,33,32.6,33.1,32,32,32
93,1.5333,2.2990,9699.4,54.89,0.0919600,33,32.5,33.1,32,32,32
94,1.5500,2.3240,9688.9,54.83,0.0929600,33,32.6,33.1,32,32,32
95,1.5667,2.3490,9679.5,54.78,0.0939600,33,32.6,33.1,32,32,32
96,1.5833,2.3740,9674.7,54.75,0.0949600,33,32.6,33.1,32,32,32
97,1.6000,2.3990,9664.6,54.69,0.0959600,33,32.6,33.1,32,32,32
98,1.6167,2.4240,9656.2,54.64,0.0969600,33,32.6,33.1,32,32,32
99,1.6333,2.4490,9643.2,54.57,0.0979600,33,32.6,33.1,32,32,32
100,1.6500,2.4740,9634.2,54.52,0.0989600,33,32.6,33.1,32,32,32
101,1.6667,2.4990,9626.4,54.47,0.0999600,33,32.6,33.1,32,32,32
102,1.6833,2.5240,9619.7,54.44,0.1009600,33,32.6,33.1,32,32,32
103,1.7000,2.5490,9611.8,54.39,0.1019600,33,32.6,33.1,32,32,32
104,1.7167,2.5740,9603.5,54.34,0.1029600,33,32.6,33.1,32,32,32
105,1.7333,2.5990,9596.8,54.31,0.1039600,33,32.6,33.1,32,32,32
106,1.7500,2.6240,9591.0,54.27,0.1049600,33,32.6,33.1,32,32,32
107,1.7667,2.6490,9585.6,54.24,0.1059600,33,32.6,33.1,32,32,32
108,1.7833,2.6740,9578.9,54.21,0.1069600,33,32.6,33.1,32,32,32
109,1.8000,2.6990,9576.9,54.19,0.1079600,33,32.6,33.1,32,32,32
110,1.8167,2.7240,9572.2,54.17,0.1089600,33,32.6,33.1,32,32,32
111,1.8333,2.7490,9564.2,54.12,0.1099600,33,32.6,33.1,32,32,32
112,1.8500,2.7740,9558.0,54.09,0.1109600,33,32.6,33.1,32,32,32
113,1.8667,2.7990,9554.1,54.07,0.1119600,33,32.6,33.1,32,32,32
114,1.8833,2.8240,9549.2,54.04,0.1129600,33,32.6,33.1,32,32,32
115,1.9000,2.8490,9544.5,54.01,0.1139600,33,32.6,33.2,32,32,32
116,1.9167,2.8740,9540.2,53.99,0.1149600,33,32.6,33.1,32,32,32
117,1.9333,2.8990,9535.1,53.96,0.1159600,33,32.6,33.1,32,32,32
118,1.9500,2.9240,9531.5,53.94,0.1169600,33,32.6,33.1,32,32,32
119,1.9667,2.9490,9527.8,53.92,0.1179600,33,32.6,33.2,32,32,32
120,1.9833,2.9740,9521.4,53.88,0.1189600,33,32.6,33.2,32,32,32
121,2.0000,2.9990,9514.7,53.84,0.1199600,33,32.6,33.2,32,32,32
122,2.0167,3.0240,9512.8,53.83,0.1209600,33,32.6,33.2,32,32,32
123,2.0333,3.0490,9511.4,53.82,0.1219600,33,32.6,33.2,32,32,32
124,2.0500,3.0740,9506.4,53.80,0.1229600,33.1,32.6,33.2,32,32,32
125,2.0667,3.0990,9501.6,53.77,0.1239600,33.1,32.6,33.2,32,32,32
126,2.0833,3.1240,9498.4,53.75,0.1249600,33.1,32.6,33.2,32,32,32
127,2.1000,3.1490,9493.4,53.72,0.1259600,33.1,32.6,33.2,32,32,32
128,2.1167,3.1740,9490.1,53.70,0.1269600,33.1,32.6,33.2,32,32,32
129,2.1333,3.1990,9482.5,53.66,0.1279600,33.1,32.6,33.2,32,32,32
130,2.1500,3.2240,9480.6,53.65,0.1289600,33.1,32.6,33.2,32,32,32
131,2.1667,3.2490,9478.8,53.64,0.1299600,33.1,32.6,33.2,32,32,32
132,2.1833,3.2740,9478.2,53.64,0.1309600,33.1,32.6,33.2,32,32,32
133,2.2000,3.2990,9476.1,53.62,0.1319600,33.1,32.6,33.2,32,32,32
134,2.2167,3.3240,9474.8,53.62,0.1329600,33.1,32.6,33.2,32,32,32
135,2.2333,3.3490,9474.3,53.61,0.1339600,33.1,32.6,33.2,32,32,32
136,2.2500,3.3740,9475.9,53.62,0.1349600,33.1,32.6,33.2,32,32,32
137,2.2667,3.3990,9476.1,53.62,0.1359600,33.1,32.6,33.2,32,32,32
138,2.2833,3.4240,9477.6,53.63,0.1369600,33.1,32.6,33.2,32,32,32
139,2.3000,3.4490,9475.5,53.62,0.1379600,33.1,32.6,33.2,32,32,32
140,2.3167,3.4740,9478.6,53.64,0.1389600,33.1,32.6,33.2,32,32,32
141,2.3333,3.4990,9478.6,53.64,0.1399600,33.1,32.6,33.2,32,32,32
142,2.3500,3.5240,9480.1,53.65,0.1409600,33.1,32.6,33.2,32,32,32
143,2.3667,3.5490,9481.7,53.66,0.1419600,33.1,32.6,33.2,32,32,32
144,2.3833,3.5740,9487.8,53.69,0.1429600,33.1,32.6,33.2,32,32,32
145,2.4000,3.5990,9488.7,53.70,0.1439600,33.1,32.6,33.2,32,32,32
146,2.4167,3.6240,9491.0,53.71,0.1449600,33.1,32.6,33.2,32,32,32
147,2.4333,3.6490,9492.6,53.72,0.1459600,33.1,32.6,33.2,32,32,32
148,2.4500,3.6740,9494.0,53.72,0.1469600,33.1,32.6,33.2,32,32,32
149,2.4667,3.6990,9498.1,53.75,0.1479600,33.1,32.6,33.2,32,32,32
150,2.4833,3.7240,9502.1,53.77,0.1489600,33.1,32.6,33.2,32,32,32
151,2.5000,3.7490,9503.5,53.78,0.1499600,33.1,32.6,33.2,32,32,32
152,2.5167,3.7740,9506.1,53.79,0.1509600,33.1,32.6,33.2,32,32,32
153,2.5333,3.7990,9509.9,53.81,0.1519600,33.1,32.6,33.2,32,32,32
154,2.5500,3.8240,9514.9,53.84,0.1529600,33.1,32.6,33.2,32,32,32
155,2.5667,3.8490,9517.7,53.86,0.1539600,33.1,32.6,33.2,32,32,32
156,2.5833,3.8740,9522.2,53.88,0.1549600,33.1,32.6,33.2,32,32,32
157,2.6000,3.8990,9528.6,53.92,0.1559600,33.1,32.6,33.2,32,32,32
158,2.6167,3.9240,9536.4,53.97,0.1569600,33.1,32.6,33.2,32,32,32
159,2.6333,3.9490,9540.9,53.99,0.1579600,33.1,32.6,33.2,32,32,32
160,2.6500,3.9740,9546.4,54.02,0.1589600,33.1,32.6,33.2,32,32,32
161,2.6667,3.9990,9550.2,54.04,0.1599600,33.1,32.6,33.2,32,32,32
162,2.6833,4.0240,9557.1,54.08,0.1609600,33.1,32.6,33.2,32,32,32
163,2.7000,4.0490,9564.9,54.13,0.1619600,33.1,32.6,33.2,32,32,32
164,2.7167,4.0740,9573.5,54.17,0.1629600,33.1,32.6,33.2,32,32,32
165,2.7333,4.0990,9578.7,54.20,0.1639600,33.1,32.6,33.2,32,32,32
166,2.7500,4.1240,9584.9,54.24,0.1649600,33.1,32.6,33.2,32,32,32
167,2.7667,4.1490,9591.5,54.28,0.1659600,33.1,32.6,33.2,32,32,32
168,2.7833,4.1740,9600.2,54.33,0.1669600,33.1,32.6,33.2,32,32,32
169,2.8000,4.1990,9608.5,54.37,0.1679600,33.1,32.6,33.2,32,32,32
170,2.8167,4.2240,9617.5,54.42,0.1689600,33.1,32.6,33.2,32,32,32
171,2.8333,4.2490,9628.0,54.48,0.1699600,33.1,32.6,33.2,32,32,32
172,2.8500,4.2740,9637.8,54.54,0.1709600,33.1,32.6,33.2,32,32,32
173,2.8667,4.2990,9646.9,54.59,0.1719600,33.1,32.6,33.2,32,32,32
174,2.8833,4.3240,9656.3,54.64,0.1729600,33.1,32.6,33.2,32,32,32
175,2.9000,4.3490,9665.7,54.70,0.1739600,33.1,32.6,33.3,32,32,32
176,2.9167,4.3740,9678.0,54.77,0.1749600,33.1,32.7,33.2,32,32,32
177,2.9333,4.3990,9691.0,54.84,0.1759600,33.1,32.7,33.3,32,32,32
178,2.9500,4.4240,9701.3,54.90,0.1769600,33.1,32.7,33.3,32,32,32
179,2.9667,4.4490,9710.1,54.95,0.1779600,33.1,32.7,33.2,32,32,32
180,2.9833,4.4740,9721.0,55.01,0.1789600,33.1,32.7,33.3,32,32,32
181,3.0000,4.4990,9734.0,55.08,0.1799600,33.1,32.7,33.3,32,32,32
182,3.0167,4.5240,9742.1,55.13,0.1809600,33.1,32.7,33.3,32,32,32
183,3.0333,4.5490,9753.7,55.19,0.1819600,33.1,32.7,33.3,32,32,32
184,3.0500,4.5740,9765.6,55.26,0.1829600,33.2,32.7,33.3,32,32,32
185,3.0667,4.5990,9780.7,55.35,0.1839600,33.2,32.7,33.3,32,32,32
186,3.0833,4.6240,9791.7,55.41,0.1849600,33.2,32.7,33.3,32,32,32
187,3.1000,4.6490,9803.8,55.48,0.1859600,33.2,32.7,33.2,32,32,32
188,3.1167,4.6740,9813.7,55.53,0.1869600,33.2,32.7,33.2,32,32,32
189,3.1333,4.6990,9828.5,55.62,0.1879600,33.2,32.7,33.2,32,32,32
190,3.1500,4.7240,9844.2,55.71,0.1889600,33.2,32.7,33.2,32,32,32
191,3.1667,4.7490,9859.9,55.80,0.1899600,33.2,32.7,33.2,32,32,32
192,3.1833,4.7740,9868.1,55.84,0.1909600,33.2,32.7,33.3,32,32,32
193,3.2000,4.7990,9881.3,55.92,0.1919600,33.2,32.7,33.3,32,32,32
194,3.2167,4.8240,9894.5,55.99,0.1929600,33.2,32.7,33.3,32,32,32
195,3.2333,4.8490,9907.7,56.07,0.1939600,33.2,32.7,33.2,32,32,32
196,3.2500,4.8740,9919.2,56.13,0.1949600,33.2,32.7,33.2,32,32,32
197,3.2667,4.8990,9934.0,56.21,0.1959600,33.2,32.7,33.2,32,32,32
198,3.2833,4.9240,9947.5,56.29,0.1969600,33.2,32.7,33.2,32,32,32
199,3.3000,4.9490,9962.6,56.38,0.1979600,33.2,32.6,33.3,32,32,32
200,3.3167,4.9740,9977.0,56.46,0.1989600,33.2,32.7,33.3,32,32,32
201,3.3333,4.9990,9988.8,56.52,0.1999600,33.2,32.7,33.3,32,32,32
202,3.3500,5.0240,10003.1,56.61,0.2009600,33.2,32.7,33.3,32,32,32
203,3.3667,5.0490,10021.6,56.71,0.2019600,33.2,32.7,33.3,32,32,32
204,3.3833,5.0740,10034.7,56.78,0.2029600,33.2,32.7,33.3,32,32,32
205,3.4000,5.0990,10049.7,56.87,0.2039600,33.2,32.7,33.3,32,32,32
206,3.4167,5.1240,10064.0,56.95,0.2049600,33.2,32.7,33.3,32,32,32
207,3.4333,5.1490,10078.8,57.03,0.2059600,33.2,32.7,33.3,32,32,32
208,3.4500,5.1740,10089.7,57.10,0.2069600,33.2,32.7,33.3,32,32,32
209,3.4667,5.1990,10104.5,57.18,0.2079600,33.2,32.7,33.3,32,32,32
210,3.4833,5.2240,10120.4,57.27,0.2089600,33.2,32.7,33.3,32,32,32
211,3.5000,5.2490,10141.9,57.39,0.2099600,33.2,32.7,33.3,32,32,32
212,3.5167,5.2740,10157.7,57.48,0.2109600,33.2,32.7,33.3,32,32,32
213,3.5333,5.2990,10178.5,57.60,0.2119600,33.2,32.7,33.3,32,32,32
214,3.5500,5.3240,10192.6,57.68,0.2129600,33.2,32.7,33.3,32,32,32
215,3.5667,5.3490,10208.3,57.77,0.2139600,33.2,32.7,33.3,32,32,32
216,3.5833,5.3740,10227.5,57.87,0.2149600,33.2,32.7,33.3,32,32,32
217,3.6000,5.3990,10247.8,57.99,0.2159600,33.2,32.7,33.3,32,32,32
218,3.6167,5.4240,10265.3,58.09,0.2169600,33.2,32.7,33.3,32,32,32
219,3.6333,5.4490,10282.0,58.18,0.2179600,33.2,32.7,33.3,32,32,32
220,3.6500,5.4740,10300.3,58.29,0.2189600,33.2,32.7,33.3,32,32,32
221,3.6667,5.4990,10316.9,58.38,0.2199600,33.2,32.7,33.3,32,32,32
222,3.6833,5.5240,10332.3,58.47,0.2209600,33.2,32.7,33.3,32,32,32
223,3.7000,5.5490,10351.6,58.58,0.2219600,33.2,32.7,33.3,32,32,32
224,3.7167,5.5740,10366.6,58.66,0.2229600,33.2,32.7,33.3,32,32,32
225,3.7333,5.5990,10389.0,58.79,0.2239600,33.2,32.7,33.3,32,32,32
226,3.7500,5.6240,10405.0,58.88,0.2249600,33.2,32.7,33.3,32,32,32
227,3.7667,5.6490,10423.6,58.99,0.2259600,33.2,32.7,33.3,32,32,32
228,3.7833,5.6740,10435.1,59.05,0.2269600,33.2,32.7,33.3,32,32,32
229,3.8000,5.6990,10455.1,59.16,0.2279600,33.2,32.7,33.3,32,32,32
230,3.8167,5.7240,10472.2,59.26,0.2289600,33.2,32.7,33.3,32,32,32
231,3.8333,5.7490,10492.3,59.37,0.2299600,33.2,32.7,33.3,32,32,32
232,3.8500,5.7740,10508.1,59.46,0.2309600,33.2,32.7,33.3,32,33,32
233,3.8667,5.7990,10527.5,59.57,0.2319600,33.2,32.7,33.3,32,33,32
234,3.8833,5.8240,10544.3,59.67,0.2329600,33.2,32.7,33.3,32,33,32
235,3.9000,5.8490,10562.1,59.77,0.2339600,33.2,32.7,33.3,32,33,32
236,3.9167,5.8740,10578.4,59.86,0.2349600,33.2,32.7,33.3,32,33,32
237,3.9333,5.8990,10597.5,59.97,0.2359600,33.2,32.7,33.3,32,33,32
238,3.9500,5.9240,10616.8,60.08,0.2369600,33.2,32.7,33.3,32,33,32
239,3.9667,5.9490,10636.5,60.19,0.2379600,33.2,32.7,33.3,32,33,32
240,3.9833,5.9740,10655.4,60.30,0.2389600,33.2,32.7,33.3,32,33,32
241,4.0000,5.9990,10672.2,60.39,0.2399600,33.2,32.7,33.3,32,33,32
242,4.0167,6.0240,10688.2,60.48,0.2409600,33.2,32.7,33.3,32,33,32
243,4.0333,6.0490,10709.6,60.60,0.2419600,33.2,32.7,33.3,32,33,32
244,4.0500,6.0740,10726.7,60.70,0.2429600,33.2,32.7,33.3,32,33,32
245,4.0667,6.0990,10745.3,60.81,0.2439600,33.3,32.7,33.3,32,33,32
246,4.0833,6.1240,10761.5,60.90,0.2449600,33.3,32.7,33.3,32,33,32
247,4.1000,6.1490,10783.9,61.02,0.2459600,33.3,32.7,33.3,32,33,32
248,4.1167,6.1740,10800.2,61.12,0.2469600,33.3,32.7,33.3,32,33,32
249,4.1333,6.1990,10820.2,61.23,0.2479600,33.3,32.7,33.3,32,33,32
250,4.1500,6.2240,10836.4,61.32,0.2489600,33.3,32.7,33.3,32,33,32
251,4.1667,6.2490,10858.7,61.45,0.2499600,33.3,32.7,33.3,32,33,32
252,4.1833,6.2740,10875.8,61.54,0.2509600,33.3,32.7,33.3,32,33,32
253,4.2000,6.2990,10897.6,61.67,0.2519600,33.3,32.7,33.3,32,33,32
254,4.2167,6.3240,10913.9,61.76,0.2529600,33.3,32.7,33.3,32,33,32
255,4.2333,6.3490,10936.8,61.89,0.2539600,33.3,32.7,33.3,32,33,32
256,4.2500,6.3740,10963.9,62.04,0.2549600,33.3,32.7,33.3,32,33,32
257,4.2667,6.3990,11006.2,62.28,0.2559600,33.3,32.7,33.3,32,33,32
258,4.2833,6.4240,11047.8,62.52,0.2569600,33.3,32.7,33.3,32,33,32
259,4.3000,6.4490,11090.4,62.76,0.2579600,33.3,32.7,33.3,32,33,32
260,4.3167,6.4740,11138.7,63.03,0.2589600,33.3,32.7,33.3,32,33,32
261,4.3333,6.4990,11186.2,63.30,0.2599600,33.3,32.7,33.3,32,33,32
262,4.3500,6.5240,11230.3,63.55,0.2609600,33.3,32.7,33.3,32,33,32
263,4.3667,6.5490,11275.8,63.81,0.2619600,33.3,32.7,33.3,32,33,32
264,4.3833,6.5740,11317.1,64.04,0.2629600,33.3,32.7,33.3,32,33,32
265,4.4000,6.5990,11360.1,64.29,0.2639600,33.3,32.7,33.3,32,33,32
266,4.4167,6.6240,11395.4,64.48,0.2649600,33.3,32.8,33.3,32,33,32
267,4.4333,6.6490,11433.5,64.70,0.2659600,33.3,32.8,33.3,32,33,32
268,4.4500,6.6740,11465.1,64.88,0.2669600,33.3,32.8,33.3,32,33,32
269,4.4667,6.6990,11495.3,65.05,0.2679600,33.3,32.8,33.3,32,33,32
270,4.4833,6.7240,11526.2,65.23,0.2689600,33.3,32.8,33.4,32,33,32
271,4.5000,6.7490,11555.8,65.39,0.2699600,33.3,32.8,33.4,32,33,32
272,4.5167,6.7740,11575.7,65.50,0.2709600,33.3,32.8,33.4,32,33,32
273,4.5333,6.7990,11600.4,65.64,0.2719600,33.3,32.8,33.4,32,33,32
274,4.5500,6.8240,11618.3,65.75,0.2729600,33.3,32.8,33.4,32,33,32
275,4.5667,6.8490,11639.2,65.86,0.2739600,33.3,32.8,33.4,32,33,32
276,4.5833,6.8740,11652.7,65.94,0.2749600,33.3,32.8,33.4,32,33,32
277,4.6000,6.8990,11671.0,66.04,0.2759600,33.3,32.8,33.4,32,33,32
278,4.6167,6.9240,11681.7,66.10,0.2769600,33.3,32.8,33.4,32,33,32
279,4.6333,6.9490,11696.2,66.19,0.2779600,33.3,32.8,33.4,32,33,32
280,4.6500,6.9740,11705.0,66.24,0.2789600,33.3,32.8,33.4,32,33,32
281,4.6667,6.9990,11715.4,66.29,0.2799600,33.3,32.8,33.4,32,33,32
282,4.6833,7.0240,11722.1,66.33,0.2809600,33.3,32.8,33.4,32,33,32
283,4.7000,7.0490,11731.5,66.39,0.2819600,33.3,32.8,33.4,32,33,32
284,4.7167,7.0740,11737.9,66.42,0.2829600,33.3,32.8,33.4,32,33,32
285,4.7333,7.0990,11745.0,66.46,0.2839600,33.3,32.8,33.4,32,33,32
286,4.7500,7.1240,11746.9,66.47,0.2849600,33.3,32.8,33.4,32,33,32
287,4.7667,7.1490,11751.1,66.50,0.2859600,33.3,32.8,33.4,32,33,32
288,4.7833,7.1740,11751.2,66.50,0.2869600,33.3,32.8,33.4,32,33,32
289,4.8000,7.1990,11753.9,66.51,0.2879600,33.3,32.8,33.4,32,33,32
290,4.8167,7.2240,11754.8,66.52,0.2889600,33.3,32.8,33.4,32,33,32
291,4.8333,7.2490,11757.8,66.54,0.2899600,33.3,32.8,33.4,32,33,32
292,4.8500,7.2740,11758.3,66.54,0.2909600,33.3,32.8,33.4,32,33,32
293,4.8667,7.2990,11760.7,66.55,0.2919600,33.3,32.8,33.4,32,33,32
294,4.8833,7.3200,11708.4,66.26,0.2928000,33.3,32.8,33.4,32,33,32
