No,Time (min.),Disp (mm.),Load (N.),Stress (N./sq.mm.),Strain,Temp Top Control (°C),Temp Middle Control (°C),Temp Bottom Control (°C),Temp Top (°C),Temp Middle (°C),Temp Bottom (°C)
45,413.1368,1.0750,7855.8,44.45,0.0430000,31.2,30.9,31.6,31,31,31
46,413.1535,1.1000,7973.5,45.12,0.0440000,31.2,30.9,31.6,31,31,31
47,413.1701,1.1250,8080.2,45.72,0.0450000,31.2,30.9,31.6,31,31,31
48,413.1868,1.1500,8174.4,46.26,0.0460000,31.2,30.9,31.6,31,31,31
49,413.2035,1.1750,8254.0,46.71,0.0470000,31.2,30.9,31.6,31,31,31
50,413.2201,1.2000,8324.1,47.10,0.0480000,31.2,30.9,31.6,31,31,31
51,413.2368,1.2250,8383.4,47.44,0.0490000,31.2,30.9,31.6,31,31,31
52,413.2535,1.2500,8430.6,47.71,0.0500000,31.2,30.9,31.6,31,31,31
53,413.2701,1.2750,8465.4,47.90,0.0510000,31.2,30.9,31.6,31,31,31
54,413.2868,1.3000,8488.7,48.04,0.0520000,31.2,30.9,31.6,31,31,31
55,413.3035,1.3250,8504.2,48.12,0.0530000,31.2,30.9,31.6,31,31,31
56,413.3201,1.3500,8513.0,48.17,0.0540000,31.2,30.9,31.6,31,31,31
57,413.3368,1.3750,8515.5,48.19,0.0550000,31.2,30.9,31.6,31,31,31
58,413.3535,1.4000,8512.0,48.17,0.0560000,31.2,30.9,31.6,31,31,31
59,413.3701,1.4250,8502.7,48.12,0.0570000,31.2,30.9,31.6,31,31,31
60,413.3868,1.4500,8491.1,48.05,0.0580000,31.2,30.9,31.6,31,31,31
61,413.4035,1.4750,8479.1,47.98,0.0590000,31.2,30.9,31.6,31,31,31
62,413.4201,1.5000,8462.2,47.89,0.0600000,31.2,30.9,31.6,31,31,31
63,413.4368,1.5250,8443.4,47.78,0.0610000,31.2,30.9,31.6,31,31,31
64,413.4535,1.5500,8425.7,47.68,0.0620000,31.2,30.9,31.6,31,31,31
65,413.4701,1.5750,8404.0,47.56,0.0630000,31.2,30.9,31.6,31,31,31
66,413.4868,1.6000,8383.2,47.44,0.0640000,31.2,30.9,31.6,31,31,31
67,413.5035,1.6250,8359.2,47.30,0.0650000,31.2,30.9,31.6,31,31,31
68,413.5201,1.6500,8332.9,47.15,0.0660000,31.2,30.9,31.6,31,31,31
69,413.5368,1.6750,8310.3,47.03,0.0670000,31.2,30.9,31.6,31,31,31
70,413.5535,1.7000,8285.1,46.88,0.0680000,31.2,30.9,31.6,31,31,31
71,413.5701,1.7250,8261.6,46.75,0.0690000,31.2,30.9,31.6,31,31,31
72,413.5868,1.7500,8233.6,46.59,0.0700000,31.2,30.9,31.6,31,31,31
73,413.6035,1.7750,8207.1,46.44,0.0710000,31.2,30.9,31.6,31,31,31
74,413.6201,1.8000,8180.6,46.29,0.0720000,31.3,31,31.6,31,31,31
75,413.6368,1.8250,8155.3,46.15,0.0730000,31.3,31,31.6,31,31,31
76,413.6535,1.8500,8126.5,45.99,0.0740000,31.3,31,31.7,31,31,31
77,413.6701,1.8750,8102.4,45.85,0.0750000,31.3,31,31.7,31,31,31
78,413.6868,1.9000,8075.2,45.70,0.0760000,31.3,31,31.7,31,31,31
79,413.7035,1.9250,8048.3,45.54,0.0770000,31.3,31,31.7,31,31,31
80,413.7201,1.9500,8023.4,45.40,0.0780000,31.3,31,31.7,31,31,31
81,413.7368,1.9750,7994.2,45.24,0.0790000,31.3,31,31.7,31,31,31
82,413.7535,2.0000,7966.8,45.08,0.0800000,31.3,31,31.7,31,31,31
83,413.7701,2.0250,7943.2,44.95,0.0810000,31.3,31,31.7,31,31,31
84,413.7868,2.0500,7915.4,44.79,0.0820000,31.3,31,31.7,31,31,31
85,413.8035,2.0750,7887.9,44.64,0.0830000,31.3,31,31.7,31,31,31
86,413.8201,2.1000,7862.5,44.49,0.0840000,31.3,31,31.7,31,31,31
87,413.8368,2.1250,7835.4,44.34,0.0850000,31.3,31,31.7,31,31,31
88,413.8535,2.1500,7812.5,44.21,0.0860000,31.3,31,31.7,31,31,31
89,413.8701,2.1750,7787.8,44.07,0.0870000,31.3,31,31.7,31,31,31
90,413.8868,2.2000,7765.2,43.94,0.0880000,31.3,31,31.7,31,31,31
91,413.9035,2.2250,7745.5,43.83,0.0890000,31.3,31,31.7,31,31,31
92,413.9201,2.2500,7722.8,43.70,0.0900000,31.3,31,31.7,31,31,31
93,413.9368,2.2750,7700.3,43.57,0.0910000,31.3,31,31.7,31,31,31
94,413.9535,2.3000,7678.2,43.45,0.0920000,31.3,31,31.7,31,31,31
95,413.9701,2.3250,7656.3,43.33,0.0930000,31.3,31,31.7,31,31,31
96,413.9868,2.3500,7636.0,43.21,0.0940000,31.3,31,31.7,31,31,31
97,414.0035,2.3750,7617.2,43.10,0.0950000,31.3,31,31.7,31,31,31
98,414.0201,2.4000,7596.8,42.99,0.0960000,31.3,31,31.7,31,31,31
99,414.0368,2.4250,7576.4,42.87,0.0970000,31.3,31,31.7,31,31,31
100,414.0535,2.4500,7556.1,42.76,0.0980000,31.3,31,31.7,31,31,31
101,414.0701,2.4750,7536.0,42.65,0.0990000,31.3,31,31.7,31,31,31
102,414.0868,2.5000,7524.3,42.58,0.1000000,31.3,31,31.7,31,31,31
103,414.1035,2.5250,7504.1,42.46,0.1010000,31.3,31,31.7,31,31,31
104,414.1201,2.5500,7483.5,42.35,0.1020000,31.3,31,31.7,31,31,31
105,414.1368,2.5750,7467.5,42.26,0.1030000,31.3,31,31.7,31,31,31
106,414.1535,2.6000,7448.9,42.15,0.1040000,31.3,31,31.7,31,31,31
107,414.1701,2.6250,7430.3,42.05,0.1050000,31.3,31,31.7,31,31,31
108,414.1868,2.6500,7411.1,41.94,0.1060000,31.3,31,31.7,31,31,31
109,414.2035,2.6750,7390.8,41.82,0.1070000,31.3,31,31.7,31,31,31
110,414.2201,2.7000,7375.0,41.73,0.1080000,31.3,31,31.7,31,31,31
111,414.2368,2.7250,7354.2,41.62,0.1090000,31.3,31,31.7,31,31,31
112,414.2535,2.7500,7337.2,41.52,0.1100000,31.3,31,31.7,31,31,31
113,414.2701,2.7750,7317.1,41.41,0.1110000,31.3,31.1,31.7,31,31,31
114,414.2868,2.8000,7300.6,41.31,0.1120000,31.3,31.1,31.7,31,31,31
115,414.3035,2.8250,7280.0,41.20,0.1130000,31.3,31.1,31.7,31,31,31
116,414.3201,2.8500,7261.1,41.09,0.1140000,31.3,31.1,31.7,31,31,31
117,414.3368,2.8750,7241.5,40.98,0.1150000,31.3,31.1,31.7,31,31,31
118,414.3535,2.9000,7226.3,40.89,0.1160000,31.3,31.1,31.7,31,31,31
119,414.3701,2.9250,7209.3,40.80,0.1170000,31.3,31.1,31.8,31,31,31
120,414.3868,2.9500,7190.7,40.69,0.1180000,31.3,31.1,31.7,31,31,31
121,414.4035,2.9750,7171.3,40.58,0.1190000,31.4,31.1,31.8,31,31,31
122,414.4201,3.0000,7152.0,40.47,0.1200000,31.4,31.1,31.7,31,31,31
123,414.4368,3.0250,7136.3,40.38,0.1210000,31.4,31.1,31.8,31,31,31
124,414.4535,3.0500,7119.6,40.29,0.1220000,31.4,31.1,31.7,31,31,31
125,414.4701,3.0750,7103.3,40.20,0.1230000,31.4,31.1,31.7,31,31,31
126,414.4868,3.1000,7085.5,40.10,0.1240000,31.4,31.1,31.7,31,31,31
127,414.5035,3.1250,7068.9,40.00,0.1250000,31.4,31.1,31.7,31,31,31
128,414.5201,3.1500,7053.1,39.91,0.1260000,31.4,31.1,31.7,31,31,31
129,414.5368,3.1750,7033.7,39.80,0.1270000,31.4,31.1,31.7,31,31,31
130,414.5535,3.2000,7018.1,39.71,0.1280000,31.4,31.1,31.7,31,31,31
131,414.5701,3.2250,7001.0,39.62,0.1290000,31.4,31.1,31.8,31,31,31
132,414.5868,3.2500,6986.5,39.54,0.1300000,31.4,31.1,31.8,31,31,31
133,414.6035,3.2750,6971.8,39.45,0.1310000,31.4,31.1,31.8,31,31,31
134,414.6201,3.3000,6953.8,39.35,0.1320000,31.4,31.1,31.8,31,31,31
135,414.6368,3.3250,6937.3,39.26,0.1330000,31.4,31.1,31.8,31,31,31
136,414.6535,3.3500,6921.8,39.17,0.1340000,31.4,31.1,31.8,31,31,31
137,414.6701,3.3750,6908.3,39.09,0.1350000,31.4,31.1,31.8,31,31,31
138,414.6868,3.4000,6892.6,39.00,0.1360000,31.4,31.1,31.8,31,31,31
139,414.7035,3.4250,6876.6,38.91,0.1370000,31.4,31.1,31.8,31,31,31
140,414.7201,3.4500,6863.1,38.84,0.1380000,31.4,31.1,31.8,31,31,31
141,414.7368,3.4750,6849.4,38.76,0.1390000,31.4,31.1,31.8,31,31,31
142,414.7535,3.5000,6831.8,38.66,0.1400000,31.4,31.1,31.8,31,31,31
143,414.7701,3.5250,6817.2,38.58,0.1410000,31.4,31.1,31.8,31,31,31
144,414.7868,3.5500,6801.3,38.49,0.1420000,31.4,31.1,31.8,31,31,31
145,414.8035,3.5750,6790.0,38.42,0.1430000,31.4,31.1,31.8,31,31,31
146,414.8201,3.6000,6777.2,38.35,0.1440000,31.4,31.1,31.8,31,31,31
147,414.8368,3.6250,6759.7,38.25,0.1450000,31.4,31.1,31.8,31,31,31
148,414.8535,3.6500,6746.6,38.18,0.1460000,31.4,31.1,31.8,31,31,31
149,414.8701,3.6750,6735.0,38.11,0.1470000,31.4,31.1,31.8,31,31,31
150,414.8868,3.7000,6720.7,38.03,0.1480000,31.4,31.1,31.8,31,31,31
151,414.9035,3.7250,6708.2,37.96,0.1490000,31.4,31.1,31.8,31,31,31
152,414.9201,3.7500,6695.9,37.89,0.1500000,31.4,31.2,31.8,31,31,31
153,414.9368,3.7750,6679.6,37.80,0.1510000,31.4,31.2,31.8,31,31,31
154,414.9535,3.8000,6667.7,37.73,0.1520000,31.4,31.2,31.8,31,31,31
155,414.9701,3.8250,6654.8,37.66,0.1530000,31.4,31.2,31.8,31,31,31
156,414.9868,3.8500,6638.7,37.57,0.1540000,31.4,31.2,31.8,31,31,31
157,415.0035,3.8750,6626.5,37.50,0.1550000,31.4,31.2,31.8,31,31,31
158,415.0201,3.9000,6618.1,37.45,0.1560000,31.4,31.2,31.8,31,31,31
159,415.0368,3.9250,6605.8,37.38,0.1570000,31.4,31.2,31.8,31,31,31
160,415.0535,3.9500,6593.8,37.31,0.1580000,31.4,31.2,31.8,31,31,31
161,415.0701,3.9750,6582.0,37.25,0.1590000,31.4,31.2,31.8,31,31,31
162,415.0868,4.0000,6569.5,37.18,0.1600000,31.4,31.2,31.8,31,31,31
163,415.1035,4.0250,6556.7,37.10,0.1610000,31.4,31.2,31.8,31,31,31
164,415.1201,4.0500,6544.8,37.04,0.1620000,31.4,31.2,31.8,31,31,31
165,415.1368,4.0750,6532.5,36.97,0.1630000,31.4,31.2,31.8,31,31,31
166,415.1535,4.1000,6517.7,36.88,0.1640000,31.4,31.2,31.9,31,31,31
167,415.1701,4.1250,6506.2,36.82,0.1650000,31.4,31.2,31.8,31,31,31
168,415.1868,4.1500,6496.7,36.76,0.1660000,31.5,31.2,31.8,31,31,31
169,415.2035,4.1750,6482.1,36.68,0.1670000,31.5,31.2,31.8,31,31,31
170,415.2201,4.2000,6470.9,36.62,0.1680000,31.5,31.2,31.8,31,31,31
171,415.2368,4.2250,6461.0,36.56,0.1690000,31.5,31.2,31.8,31,31,31
172,415.2535,4.2500,6451.8,36.51,0.1700000,31.5,31.2,31.9,31,31,31
173,415.2701,4.2750,6438.9,36.44,0.1710000,31.5,31.2,31.9,31,31,31
174,415.2868,4.3000,6427.2,36.37,0.1720000,31.5,31.2,31.9,31,31,31
175,415.3035,4.3250,6415.7,36.31,0.1730000,31.5,31.2,31.9,31,31,31
176,415.3201,4.3500,6407.5,36.26,0.1740000,31.5,31.2,31.9,31,31,31
177,415.3368,4.3750,6395.8,36.19,0.1750000,31.5,31.2,31.9,31,31,31
178,415.3535,4.4000,6385.3,36.13,0.1760000,31.5,31.2,32,31,31,31
179,415.3701,4.4250,6375.0,36.07,0.1770000,31.5,31.2,32,31,31,31
180,415.3868,4.4500,6364.2,36.01,0.1780000,31.5,31.2,32,31,31,31
181,415.4035,4.4750,6353.5,35.95,0.1790000,31.5,31.2,32,31,31,31
182,415.4201,4.5000,6342.9,35.89,0.1800000,31.5,31.2,32,31,31,31
183,415.4368,4.5250,6333.2,35.84,0.1810000,31.5,31.2,31.9,31,31,31
184,415.4535,4.5500,6323.7,35.79,0.1820000,31.5,31.2,31.9,31,31,31
185,415.4701,4.5750,6314.7,35.73,0.1830000,31.5,31.2,31.9,31,31,31
186,415.4868,4.6000,6305.2,35.68,0.1840000,31.5,31.2,31.9,31,31,31
187,415.5035,4.6250,6296.2,35.63,0.1850000,31.5,31.2,31.9,31,31,31
188,415.5201,4.6500,6286.5,35.57,0.1860000,31.5,31.2,31.9,31,31,31
189,415.5368,4.6750,6277.6,35.52,0.1870000,31.5,31.2,31.9,31,31,31
190,415.5535,4.7000,6269.1,35.48,0.1880000,31.5,31.2,32,31,31,31
191,415.5701,4.7250,6261.4,35.43,0.1890000,31.5,31.2,32,31,31,31
192,415.5868,4.7500,6251.9,35.38,0.1900000,31.5,31.2,32,31,31,31
193,415.6035,4.7750,6243.7,35.33,0.1910000,31.5,31.2,32,31,31,31
194,415.6201,4.8000,6236.4,35.29,0.1920000,31.5,31.2,32,31,31,31
195,415.6368,4.8250,6228.9,35.25,0.1930000,31.5,31.2,32,31,31,31
196,415.6535,4.8500,6218.9,35.19,0.1940000,31.5,31.2,32,31,31,31
197,415.6701,4.8750,6212.8,35.16,0.1950000,31.5,31.2,31.9,31,31,31
198,415.6868,4.9000,6204.8,35.11,0.1960000,31.5,31.3,31.9,31,31,31
199,415.7035,4.9250,6196.9,35.07,0.1970000,31.5,31.3,31.9,31,31,31
200,415.7201,4.9500,6187.4,35.01,0.1980000,31.5,31.3,31.9,31,31,31
201,415.7368,4.9750,6179.3,34.97,0.1990000,31.5,31.3,31.9,31,31,31
202,415.7535,5.0000,6171.1,34.92,0.2000000,31.5,31.3,31.9,31,31,31
203,415.7701,5.0250,6165.1,34.89,0.2010000,31.5,31.3,31.9,31,31,31
204,415.7868,5.0500,6155.7,34.83,0.2020000,31.5,31.3,31.9,31,31,31
205,415.8035,5.0750,6148.3,34.79,0.2030000,31.5,31.3,31.9,31,31,31
206,415.8201,5.1000,6140.3,34.75,0.2040000,31.5,31.3,31.9,31,31,31
207,415.8368,5.1250,6134.1,34.71,0.2050000,31.5,31.3,31.9,31,31,31
208,415.8535,5.1500,6123.3,34.65,0.2060000,31.5,31.3,31.9,31,31,31
209,415.8701,5.1750,6116.5,34.61,0.2070000,31.5,31.3,31.9,31,31,31
210,415.8868,5.2000,6107.5,34.56,0.2080000,31.5,31.3,31.9,31,31,31
211,415.9035,5.2250,6103.0,34.54,0.2090000,31.5,31.3,31.9,31,31,31
212,415.9201,5.2500,6097.5,34.50,0.2100000,31.5,31.3,31.9,31,31,31
213,415.9368,5.2750,6091.4,34.47,0.2110000,31.5,31.3,32,31,31,31
214,415.9535,5.3000,6082.5,34.42,0.2120000,31.5,31.3,32,31,31,31
215,415.9701,5.3250,6074.9,34.38,0.2130000,31.6,31.3,32,31,31,31
216,415.9868,5.3500,6068.8,34.34,0.2140000,31.6,31.3,32,31,31,31
217,416.0035,5.3750,6063.5,34.31,0.2150000,31.6,31.3,32,31,32,31
218,416.0201,5.4000,6056.4,34.27,0.2160000,31.6,31.3,32,31,32,31
219,416.0368,5.4250,6051.1,34.24,0.2170000,31.6,31.3,32,31,32,31
220,416.0535,5.4500,6045.0,34.21,0.2180000,31.6,31.3,32,31,32,31
221,416.0701,5.4750,6038.8,34.17,0.2190000,31.6,31.3,32,31,32,31
222,416.0868,5.5000,6031.2,34.13,0.2200000,31.6,31.3,32,31,32,31
223,416.1035,5.5250,6024.5,34.09,0.2210000,31.6,31.3,32,31,32,31
224,416.1201,5.5500,6017.9,34.05,0.2220000,31.6,31.3,32,31,32,31
225,416.1368,5.5750,6013.6,34.03,0.2230000,31.6,31.3,32,31,32,31
226,416.1535,5.6000,6009.1,34.00,0.2240000,31.6,31.3,32,31,32,31
227,416.1701,5.6250,6004.6,33.98,0.2250000,31.6,31.3,32,31,32,31
228,416.1868,5.6500,5996.0,33.93,0.2260000,31.6,31.3,32,31,32,31
229,416.2035,5.6750,5990.8,33.90,0.2270000,31.6,31.3,32,31,32,31
230,416.2201,5.7000,5984.7,33.87,0.2280000,31.6,31.3,32,31,32,31
231,416.2368,5.7250,5981.5,33.85,0.2290000,31.6,31.3,32,31,32,31
232,416.2535,5.7500,5976.2,33.82,0.2300000,31.6,31.3,32,31,32,31
233,416.2701,5.7750,5973.7,33.80,0.2310000,31.6,31.3,32,31,32,31
234,416.2868,5.8000,5967.6,33.77,0.2320000,31.6,31.3,32,31,32,31
235,416.3035,5.8250,5963.2,33.74,0.2330000,31.6,31.3,32,31,32,31
236,416.3201,5.8500,5956.8,33.71,0.2340000,31.6,31.3,32,31,32,31
237,416.3368,5.8750,5951.5,33.68,0.2350000,31.6,31.3,32,31,32,31
238,416.3535,5.9000,5949.7,33.67,0.2360000,31.6,31.4,32,31,32,31
239,416.3701,5.9250,5946.0,33.65,0.2370000,31.6,31.4,32,31,32,31
240,416.3868,5.9500,5942.2,33.63,0.2380000,31.6,31.4,32,31,32,31
241,416.4035,5.9750,5937.9,33.60,0.2390000,31.6,31.4,32,31,32,31
242,416.4201,6.0000,5932.5,33.57,0.2400000,31.6,31.4,32,31,32,31
243,416.4368,6.0250,5928.3,33.55,0.2410000,31.6,31.4,32,31,32,31
244,416.4535,6.0500,5925.8,33.53,0.2420000,31.6,31.4,32,31,32,31
245,416.4701,6.0750,5920.3,33.50,0.2430000,31.6,31.4,32,31,32,31
246,416.4868,6.1000,5915.0,33.47,0.2440000,31.6,31.4,32,31,32,31
247,416.5035,6.1250,5911.3,33.45,0.2450000,31.6,31.4,32,31,32,31
248,416.5201,6.1500,5907.7,33.43,0.2460000,31.6,31.4,32,31,32,31
249,416.5368,6.1750,5903.3,33.41,0.2470000,31.6,31.4,32,31,32,31
250,416.5535,6.2000,5899.0,33.38,0.2480000,31.6,31.4,32,31,32,31
251,416.5701,6.2250,5894.6,33.36,0.2490000,31.6,31.4,32,31,32,31
252,416.5868,6.2500,5892.1,33.34,0.2500000,31.6,31.4,32,31,32,31
253,416.6035,6.2750,5887.8,33.32,0.2510000,31.6,31.4,32,31,32,31
254,416.6201,6.3000,5884.5,33.30,0.2520000,31.6,31.4,32.1,31,32,31
255,416.6368,6.3250,5880.1,33.27,0.2530000,31.6,31.4,32.1,31,32,31
256,416.6535,6.3500,5875.5,33.25,0.2540000,31.6,31.4,32.1,31,32,31
257,416.6701,6.3750,5871.2,33.22,0.2550000,31.6,31.4,32.1,31,32,31
258,416.6868,6.4000,5867.5,33.20,0.2560000,31.6,31.4,32.1,31,32,31
259,416.7035,6.4250,5862.1,33.17,0.2570000,31.7,31.4,32,31,32,31
260,416.7201,6.4500,5857.8,33.15,0.2580000,31.7,31.4,32,31,32,31
261,416.7368,6.4750,5854.0,33.13,0.2590000,31.7,31.4,32.1,31,32,31
262,416.7535,6.5000,5849.9,33.10,0.2600000,31.7,31.4,32.1,31,32,31
263,416.7701,6.5250,5844.9,33.07,0.2610000,31.7,31.4,32.1,31,32,31
264,416.7868,6.5500,5838.7,33.04,0.2620000,31.7,31.4,32.1,31,32,31
265,416.8035,6.5750,5835.5,33.02,0.2630000,31.7,31.4,32.1,31,32,31
266,416.8201,6.6000,5832.5,33.01,0.2640000,31.7,31.4,32.1,31,32,31
267,416.8368,6.6250,5826.9,32.97,0.2650000,31.7,31.4,32.1,31,32,31
268,416.8535,6.6500,5822.2,32.95,0.2660000,31.7,31.4,32.1,31,32,31
269,416.8701,6.6750,5818.3,32.92,0.2670000,31.7,31.4,32.1,31,32,31
270,416.8868,6.7000,5814.0,32.90,0.2680000,31.7,31.4,32.1,31,32,31
271,416.9035,6.7230,5796.6,32.80,0.2689200,31.7,31.4,32.1,31,32,31
